Season,Outcome,T1_ID,T2_ID,T1_Team_GP,T1_Team_PTS,T1_Team_FGM,T1_Team_FGA,T1_Team_ThreePM,T1_Team_ThreePA,T1_Team_FTM,T1_Team_FTA,T1_Team_OR,T1_Team_DR,T1_Team_REB,T1_Team_AST,T1_Team_STL,T1_Team_BLK,T1_Team_TO,T1_Team_PF,T1_Team_FG_percent,T1_Team_ThreeP_percent,T1_Team_FT_percent,T1_Team_BPI,T1_Team_DEF_I,T1_Team_OFF_I,T1_Team_CONF,T1_Team_QUAL_WINS,T1_Team_SOR_RK,T1_Team_SOS_RK,T1_Team_QUAL_LOSS,T1_Team_Wins,T1_Team_Losses,T2_Team_GP,T2_Team_PTS,T2_Team_FGM,T2_Team_FGA,T2_Team_ThreePM,T2_Team_ThreePA,T2_Team_FTM,T2_Team_FTA,T2_Team_OR,T2_Team_DR,T2_Team_REB,T2_Team_AST,T2_Team_STL,T2_Team_BLK,T2_Team_TO,T2_Team_PF,T2_Team_FG_percent,T2_Team_ThreeP_percent,T2_Team_FT_percent,T2_Team_BPI,T2_Team_DEF_I,T2_Team_OFF_I,T2_Team_CONF,T2_Team_QUAL_WINS,T2_Team_SOR_RK,T2_Team_SOS_RK,T2_Team_QUAL_LOSS,T2_Team_Wins,T2_Team_Losses
2019,1.0,1314,1120,36.0,85.8,31.1,66.9,8.7,23.9,15.0,20.2,13.3,30.5,43.8,18.8,7.0,3.3,13.1,17.0,46.4,36.2,74.3,18.9,8.2,10.7,36,12.0,4.0,5.0,7.0,29.0,7.0,39.0,79.6,27.5,60.9,11.3,29.8,13.4,18.9,11.6,22.5,34.1,14.3,9.1,4.7,11.8,18.4,45.1,37.7,70.8,16.4,5.9,10.5,27,9.0,11.0,20.0,7.0,30.0,10.0
2011,1.0,1397,1276,38.0,74.1,24.3,67.2,4.6,31.5,11.9,30.3,9.3,21.9,31.8,11.2,4.2,1.8,16.9,14.0,42.2,31.5,62.2,9.0,4.7,4.4,28,0.0,50.0,246.0,13.0,19.0,15.0,38.0,74.1,24.3,67.2,4.6,31.5,11.9,30.3,9.3,21.9,31.8,11.2,4.2,1.8,16.9,14.0,42.2,31.5,62.2,9.1,7.7,1.4,30,5.0,29.0,7.0,10.0,21.0,14.0
2017,1.0,1257,1276,40.0,78.8,26.4,71.5,6.2,40.8,11.5,26.1,6.9,23.0,32.1,11.3,4.0,2.3,15.2,15.8,41.0,32.2,64.8,17.8,9.9,7.9,36,10.0,13.0,7.0,9.0,25.0,9.0,40.0,78.8,26.4,71.5,6.2,40.8,11.5,26.1,6.9,23.0,32.1,11.3,4.0,2.3,15.2,15.8,41.0,32.2,64.8,15.6,3.9,11.6,30,12.0,23.0,19.0,7.0,26.0,12.0
2019,1.0,1222,1246,39.0,78.2,26.1,68.5,6.2,35.9,10.7,26.4,6.8,22.5,32.7,11.6,4.5,1.4,15.5,15.0,42.4,30.2,63.3,15.9,8.1,7.7,43,7.0,15.0,76.0,3.0,33.0,4.0,39.0,78.2,26.1,68.5,6.2,35.9,10.7,26.4,6.8,22.5,32.7,11.6,4.5,1.4,15.5,15.0,42.4,30.2,63.3,18.3,8.8,9.4,27,12.0,7.0,18.0,5.0,30.0,7.0
2017,1.0,1139,1314,40.0,78.8,26.4,71.5,6.2,40.8,11.5,26.1,6.9,23.0,32.1,11.3,4.0,2.3,15.2,15.8,41.0,32.2,64.8,13.3,4.7,8.6,29,13.0,19.0,18.0,4.0,25.0,9.0,40.0,84.4,30.7,65.8,7.1,20.0,16.1,22.9,15.8,28.0,43.7,18.1,7.1,3.5,11.8,17.8,46.6,35.5,70.1,19.4,8.2,11.3,36,16.0,1.0,5.0,6.0,33.0,7.0
2019,1.0,1345,1438,39.0,78.2,26.1,68.5,6.2,35.9,10.7,26.4,6.8,22.5,32.7,11.6,4.5,1.4,15.5,15.0,42.4,30.2,63.3,17.4,5.6,11.8,30,15.0,12.0,3.0,7.0,26.0,10.0,39.0,78.2,26.1,68.5,6.2,35.9,10.7,26.4,6.8,22.5,32.7,11.6,4.5,1.4,15.5,15.0,42.4,30.2,63.3,23.2,11.0,12.2,36,18.0,1.0,11.0,3.0,35.0,3.0
2017,1.0,1233,1332,35.0,80.4,28.0,61.6,9.8,24.6,14.7,19.1,9.7,26.1,35.7,15.5,6.8,3.1,12.0,19.1,45.4,39.7,76.8,9.0,0.7,2.0,28,0.0,50.0,203.0,13.0,19.0,15.0,39.0,78.9,28.0,58.2,8.6,22.6,14.4,20.2,10.6,26.1,36.6,15.7,6.5,6.4,11.6,15.8,48.1,38.0,71.2,17.4,6.8,10.7,38,5.0,9.0,61.0,4.0,33.0,6.0
2018,1.0,1181,1242,37.0,84.4,30.4,61.8,8.4,22.5,15.2,21.4,13.4,27.7,41.1,17.5,7.4,5.0,12.4,15.5,49.2,37.2,71.0,19.8,7.5,12.4,36,14.0,6.0,8.0,6.0,29.0,8.0,39.0,81.4,29.9,60.7,10.0,25.0,11.6,16.4,9.8,25.8,35.6,16.6,6.5,4.1,11.7,15.3,49.2,40.1,70.8,16.5,5.2,11.2,32,19.0,4.0,3.0,5.0,31.0,8.0
2017,1.0,1211,1314,39.0,82.6,29.5,58.5,7.3,19.2,16.4,22.8,9.7,31.0,40.7,15.3,6.8,4.7,11.5,16.9,50.4,38.2,71.7,20.4,9.5,10.8,35,10.0,3.0,82.0,1.0,37.0,2.0,40.0,84.4,30.7,65.8,7.1,20.0,16.1,22.9,15.8,28.0,43.7,18.1,7.1,3.5,11.8,17.8,46.6,35.5,70.1,19.4,8.2,11.3,36,16.0,1.0,5.0,6.0,33.0,7.0
2013,1.0,1266,1393,40.0,72.9,24.6,65.6,4.9,28.0,11.5,25.6,8.3,18.7,27.5,12.3,4.6,1.1,14.7,12.7,42.2,30.0,63.2,11.5,5.3,6.1,29,10.0,10.0,9.0,7.0,26.0,9.0,40.0,72.9,24.6,65.6,4.9,28.0,11.5,25.6,8.3,18.7,27.5,12.3,4.6,1.1,14.7,12.7,42.2,30.0,63.2,15.0,8.0,7.0,29,9.0,9.0,4.0,8.0,30.0,10.0
2021,1.0,1329,1333,33.0,76.8,26.3,67.1,4.8,30.0,11.0,24.0,6.2,23.2,32.5,12.1,4.5,2.0,16.7,13.7,41.8,31.2,66.1,10.2,6.3,3.9,32,10.0,11.0,20.0,6.0,21.0,9.0,33.0,76.8,26.3,67.1,4.8,30.0,11.0,24.0,6.2,23.2,32.5,12.1,4.5,2.0,16.7,13.7,41.8,31.2,66.1,8.8,1.4,1.6,38,8.0,43.0,46.0,8.0,20.0,13.0
2015,1.0,1268,1452,39.0,72.8,24.1,69.1,4.8,35.9,12.2,25.8,7.5,21.2,30.8,12.1,4.7,1.7,15.0,14.2,40.0,31.7,64.7,10.5,6.4,4.1,30,9.0,10.0,28.0,7.0,28.0,7.0,39.0,72.8,24.1,69.1,4.8,35.9,12.2,25.8,7.5,21.2,30.8,12.1,4.7,1.7,15.0,14.2,40.0,31.7,64.7,11.5,3.5,8.0,32,7.0,16.0,15.0,9.0,25.0,10.0
2012,1.0,1163,1235,39.0,73.4,24.9,66.4,4.4,26.9,11.6,29.4,8.7,20.3,29.0,11.6,4.8,1.7,16.1,14.3,42.3,31.9,62.4,9.5,5.2,4.3,29,5.0,50.0,23.0,8.0,20.0,14.0,39.0,73.4,24.9,66.4,4.4,26.9,11.6,29.4,8.7,20.3,29.0,11.6,4.8,1.7,16.1,14.3,42.3,31.9,62.4,9.7,2.6,7.2,32,6.0,31.0,39.0,8.0,23.0,11.0
2018,1.0,1153,1305,40.0,79.5,26.5,73.4,5.6,40.8,11.6,26.4,6.7,22.2,31.6,11.9,4.1,2.0,15.8,15.2,40.0,30.0,60.8,18.5,12.2,6.3,43,3.0,11.0,74.0,5.0,31.0,5.0,37.0,82.6,28.4,60.5,9.6,24.4,16.3,21.9,9.2,26.3,35.6,16.2,6.2,4.1,9.6,17.0,46.9,39.2,74.3,11.2,1.7,9.4,40,4.0,28.0,82.0,3.0,29.0,8.0
2014,1.0,1242,1390,35.0,79.0,27.3,55.3,5.4,15.9,19.0,26.7,11.9,26.3,38.2,14.9,5.8,5.6,13.2,20.9,49.3,34.0,71.1,15.8,4.8,11.0,32,11.0,14.0,2.0,5.0,25.0,10.0,37.0,76.2,25.1,69.7,4.2,27.5,13.9,30.9,7.1,18.9,26.0,10.8,3.6,1.4,15.7,16.7,42.4,29.9,62.6,8.5,-1.9,-4.0,38,8.0,36.0,19.0,8.0,23.0,13.0
2015,1.0,1326,1112,35.0,75.3,27.5,57.0,6.7,18.2,13.5,19.8,11.1,24.4,35.5,15.3,7.6,5.1,11.3,16.1,48.3,37.0,68.0,16.3,6.6,9.7,30,7.0,22.0,34.0,10.0,24.0,11.0,38.0,76.6,26.6,54.4,5.1,14.1,18.4,25.6,10.8,26.0,36.8,13.9,7.2,3.4,11.0,17.9,48.8,36.0,71.9,19.6,8.9,10.7,38,5.0,9.0,76.0,1.0,34.0,4.0
2009,1.0,1458,1462,39.0,75.5,25.1,71.2,4.1,38.3,12.0,27.7,9.2,21.1,32.9,11.0,5.2,1.6,17.5,13.1,41.5,30.9,63.9,10.6,9.9,0.6,30,3.0,47.0,39.0,9.0,20.0,13.0,39.0,75.5,25.1,71.2,4.1,38.3,12.0,27.7,9.2,21.1,32.9,11.0,5.2,1.6,17.5,13.1,41.5,30.9,63.9,13.5,7.3,6.1,31,5.0,17.0,55.0,4.0,27.0,8.0
2011,1.0,1452,1246,38.0,74.1,24.3,67.2,4.6,31.5,11.9,30.3,9.3,21.9,31.8,11.2,4.2,1.8,16.9,14.0,42.2,31.5,62.2,12.9,8.4,4.5,29,9.0,19.0,5.0,8.0,21.0,12.0,38.0,74.9,26.4,57.4,7.4,18.6,14.7,20.8,11.7,25.7,37.4,12.7,5.6,6.3,10.7,15.8,45.9,39.7,71.0,16.5,7.8,8.7,27,13.0,7.0,9.0,7.0,29.0,9.0
2019,1.0,1295,1181,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0,38.0,82.7,30.4,63.6,7.3,23.8,14.5,21.1,13.1,28.2,41.2,15.9,9.1,6.8,12.8,15.7,47.8,30.8,68.6,21.3,10.4,10.9,36,16.0,2.0,6.0,6.0,32.0,6.0
2017,1.0,1436,1345,40.0,78.8,26.4,71.5,6.2,40.8,11.5,26.1,6.9,23.0,32.1,11.3,4.0,2.3,15.2,15.8,41.0,32.2,64.8,9.0,4.3,4.7,25,0.0,49.0,203.0,4.0,29.0,6.0,35.0,79.7,28.0,58.4,9.0,22.3,14.7,19.4,9.8,27.9,37.7,18.3,5.2,2.5,13.0,15.8,47.9,40.3,75.7,16.1,7.2,8.9,30,10.0,16.0,40.0,6.0,27.0,8.0
2013,1.0,1396,1231,40.0,72.9,24.6,65.6,4.9,28.0,11.5,25.6,8.3,18.7,27.5,12.3,4.6,1.1,14.7,12.7,42.2,30.0,63.2,8.4,-1.3,-1.7,31,5.0,37.0,66.0,4.0,24.0,10.0,36.0,78.6,26.4,54.8,7.1,17.7,18.7,25.1,12.2,26.1,38.3,14.3,7.1,3.6,13.0,16.6,48.2,40.3,74.3,20.2,6.4,13.8,30,10.0,6.0,14.0,6.0,29.0,7.0
2021,1.0,1101,1417,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0,33.0,76.8,26.3,67.1,4.8,30.0,11.0,24.0,6.2,23.2,32.5,12.1,4.5,2.0,16.7,13.7,41.8,31.2,66.1,11.4,3.3,8.1,38,6.0,14.0,28.0,7.0,22.0,10.0
2011,1.0,1287,1350,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0,38.0,74.1,24.3,67.2,4.6,31.5,11.9,30.3,9.3,21.9,31.8,11.2,4.2,1.8,16.9,14.0,42.2,31.5,62.2,10.2,7.4,2.8,31,4.0,23.0,87.0,4.0,29.0,8.0
2018,1.0,1372,1403,35.0,80.5,28.6,58.8,6.9,18.6,16.5,23.4,11.5,24.2,35.7,14.2,10.3,3.1,15.5,21.9,48.6,37.2,70.5,9.0,-0.2,1.2,28,2.0,50.0,173.0,14.0,18.0,16.0,40.0,79.5,26.5,73.4,5.6,40.8,11.6,26.4,6.7,22.2,31.6,11.9,4.1,2.0,15.8,15.2,40.0,30.0,60.8,15.1,9.3,5.8,32,13.0,10.0,7.0,8.0,27.0,10.0
2012,1.0,1231,1246,36.0,77.3,26.4,53.6,6.4,14.8,18.2,23.8,10.6,23.8,34.4,13.5,6.5,3.2,12.9,17.6,49.2,43.1,76.3,15.2,3.2,12.1,30,9.0,11.0,11.0,7.0,27.0,9.0,39.0,77.7,27.5,56.0,5.6,14.5,17.1,23.6,12.1,26.8,38.9,13.3,6.1,8.6,11.4,14.6,49.1,38.6,72.5,20.1,8.2,11.9,27,14.0,1.0,19.0,2.0,38.0,2.0
2017,1.0,1276,1332,40.0,78.8,26.4,71.5,6.2,40.8,11.5,26.1,6.9,23.0,32.1,11.3,4.0,2.3,15.2,15.8,41.0,32.2,64.8,15.6,3.9,11.6,30,12.0,23.0,19.0,7.0,26.0,12.0,39.0,78.9,28.0,58.2,8.6,22.6,14.4,20.2,10.6,26.1,36.6,15.7,6.5,6.4,11.6,15.8,48.1,38.0,71.2,17.4,6.8,10.7,38,5.0,9.0,61.0,4.0,33.0,6.0
2014,1.0,1113,1400,37.0,76.2,25.1,69.7,4.2,27.5,13.9,30.9,7.1,18.9,26.0,10.8,3.6,1.4,15.7,16.7,42.4,29.9,62.6,10.1,2.4,7.6,28,1.0,50.0,331.0,10.0,19.0,14.0,37.0,76.2,25.1,69.7,4.2,27.5,13.9,30.9,7.1,18.9,26.0,10.8,3.6,1.4,15.7,16.7,42.4,29.9,62.6,8.5,-1.9,-4.0,32,7.0,24.0,21.0,8.0,24.0,11.0
2019,1.0,1416,1181,39.0,78.2,26.1,68.5,6.2,35.9,10.7,26.4,6.8,22.5,32.7,11.6,4.5,1.4,15.5,15.0,42.4,30.2,63.3,10.5,6.0,4.5,43,3.0,35.0,71.0,3.0,24.0,9.0,38.0,82.7,30.4,63.6,7.3,23.8,14.5,21.1,13.1,28.2,41.2,15.9,9.1,6.8,12.8,15.7,47.8,30.8,68.6,21.3,10.4,10.9,36,16.0,2.0,6.0,6.0,32.0,6.0
2013,1.0,1437,1314,40.0,72.9,24.6,65.6,4.9,28.0,11.5,25.6,8.3,18.7,27.5,12.3,4.6,1.1,14.7,12.7,42.2,30.0,63.2,8.4,-1.3,-1.7,29,5.0,48.0,13.0,8.0,20.0,14.0,35.0,76.7,28.5,64.6,7.4,19.8,12.3,18.4,13.7,25.2,38.8,17.1,8.5,3.3,12.4,14.9,44.1,37.3,67.1,11.1,1.1,10.0,36,3.0,27.0,22.0,10.0,25.0,11.0
2011,1.0,1139,1163,38.0,74.1,24.3,67.2,4.6,31.5,11.9,30.3,9.3,21.9,31.8,11.2,4.2,1.8,16.9,14.0,42.2,31.5,62.2,10.2,5.2,5.0,51,5.0,30.0,67.0,4.0,28.0,10.0,38.0,74.1,24.3,67.2,4.6,31.5,11.9,30.3,9.3,21.9,31.8,11.2,4.2,1.8,16.9,14.0,42.2,31.5,62.2,11.8,5.0,6.8,29,18.0,3.0,1.0,8.0,32.0,9.0
2017,1.0,1245,1417,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0,36.0,89.8,33.6,64.4,9.8,24.2,12.8,17.3,9.5,28.9,38.5,21.4,5.9,5.3,11.2,16.2,52.2,40.6,73.8,16.8,2.4,14.4,38,5.0,10.0,70.0,4.0,31.0,5.0
2017,1.0,1438,1196,40.0,78.8,26.4,71.5,6.2,40.8,11.5,26.1,6.9,23.0,32.1,11.3,4.0,2.3,15.2,15.8,41.0,32.2,64.8,17.2,11.4,5.8,36,6.0,22.0,6.0,9.0,23.0,11.0,40.0,78.8,26.4,71.5,6.2,40.8,11.5,26.1,6.9,23.0,32.1,11.3,4.0,2.3,15.2,15.8,41.0,32.2,64.8,18.1,9.6,8.5,27,7.0,11.0,9.0,9.0,27.0,9.0
2012,1.0,1382,1199,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0,39.0,73.4,24.9,66.4,4.4,26.9,11.6,29.4,8.7,20.3,29.0,11.6,4.8,1.7,16.1,14.3,42.3,31.9,62.4,11.9,7.4,4.5,36,9.0,18.0,22.0,7.0,25.0,10.0
2013,1.0,1228,1274,40.0,72.9,24.6,65.6,4.9,28.0,11.5,25.6,8.3,18.7,27.5,12.3,4.6,1.1,14.7,12.7,42.2,30.0,63.2,8.4,-1.3,-1.7,30,6.0,25.0,7.0,11.0,23.0,13.0,40.0,72.9,24.6,65.6,4.9,28.0,11.5,25.6,8.3,18.7,27.5,12.3,4.6,1.1,14.7,12.7,42.2,30.0,63.2,14.0,9.3,4.7,36,9.0,11.0,31.0,3.0,29.0,7.0
2013,1.0,1332,1257,40.0,72.9,24.6,65.6,4.9,28.0,11.5,25.6,8.3,18.7,27.5,12.3,4.6,1.1,14.7,12.7,42.2,30.0,63.2,8.8,2.4,6.4,38,4.0,28.0,76.0,4.0,28.0,9.0,40.0,74.5,26.2,57.5,5.8,17.3,16.3,23.0,13.3,23.5,36.8,14.6,10.8,4.2,12.4,18.2,45.6,33.3,70.9,21.0,10.3,10.7,29,16.0,1.0,6.0,4.0,35.0,5.0
2011,1.0,1232,1393,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0,38.0,74.1,24.3,67.2,4.6,31.5,11.9,30.3,9.3,21.9,31.8,11.2,4.2,1.8,16.9,14.0,42.2,31.5,62.2,14.6,7.3,7.2,29,8.0,15.0,27.0,7.0,27.0,8.0
2021,1.0,1364,1166,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0,33.0,76.8,26.3,67.1,4.8,30.0,11.0,24.0,6.2,23.2,32.5,12.1,4.5,2.0,16.7,13.7,41.8,31.2,66.1,13.1,5.0,8.0,29,6.0,17.0,55.0,3.0,22.0,9.0
2018,1.0,1104,1437,40.0,79.5,26.5,73.4,5.6,40.8,11.6,26.4,6.7,22.2,31.6,11.9,4.1,2.0,15.8,15.2,40.0,30.0,60.8,9.0,-0.2,1.2,27,9.0,50.0,15.0,10.0,20.0,16.0,40.0,86.6,30.5,61.0,11.6,29.0,14.0,18.0,9.6,26.3,35.9,16.4,6.5,4.1,10.6,16.1,50.0,40.1,77.9,22.8,7.3,15.5,29,16.0,1.0,11.0,2.0,36.0,4.0
2015,1.0,1217,1314,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0,38.0,77.7,28.9,60.8,4.8,13.5,15.0,21.4,13.8,26.7,40.6,17.4,6.6,4.2,12.7,19.4,47.6,35.8,70.1,17.8,2.9,14.9,36,10.0,12.0,1.0,11.0,26.0,12.0
2013,1.0,1107,1181,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0,36.0,77.2,26.7,56.5,7.5,18.8,16.3,22.1,9.4,24.2,33.6,14.3,6.4,3.8,10.6,17.9,47.2,39.9,73.9,17.6,5.4,12.2,36,12.0,3.0,12.0,4.0,30.0,6.0
2015,1.0,1234,1211,39.0,72.8,24.1,69.1,4.8,35.9,12.2,25.8,7.5,21.2,30.8,12.1,4.7,1.7,15.0,14.2,40.0,31.7,64.7,12.1,6.5,5.6,30,8.0,25.0,11.0,10.0,22.0,12.0,38.0,78.7,28.5,54.8,6.9,17.4,14.7,21.2,10.3,27.6,37.9,16.3,5.9,3.3,10.4,16.8,52.0,40.0,69.0,16.4,4.9,11.5,35,6.0,8.0,96.0,3.0,35.0,3.0
2017,1.0,1277,1242,40.0,78.8,26.4,71.5,6.2,40.8,11.5,26.1,6.9,23.0,32.1,11.3,4.0,2.3,15.2,15.8,41.0,32.2,64.8,9.7,5.1,4.6,30,7.0,44.0,16.0,10.0,20.0,15.0,36.0,83.2,29.8,60.9,8.8,21.9,14.9,21.9,11.9,26.8,38.7,16.2,6.9,4.5,12.7,17.8,48.8,40.4,67.8,18.4,6.3,12.1,32,16.0,2.0,11.0,5.0,31.0,5.0
2021,1.0,1260,1333,33.0,76.8,26.3,67.1,4.8,30.0,11.0,24.0,6.2,23.2,32.5,12.1,4.5,2.0,16.7,13.7,41.8,31.2,66.1,13.2,7.7,5.6,37,2.0,31.0,128.0,1.0,26.0,5.0,33.0,76.8,26.3,67.1,4.8,30.0,11.0,24.0,6.2,23.2,32.5,12.1,4.5,2.0,16.7,13.7,41.8,31.2,66.1,8.8,1.4,1.6,38,8.0,43.0,46.0,8.0,20.0,13.0
2021,1.0,1277,1417,33.0,76.8,26.3,67.1,4.8,30.0,11.0,24.0,6.2,23.2,32.5,12.1,4.5,2.0,16.7,13.7,41.8,31.2,66.1,8.8,1.4,1.6,30,8.0,41.0,8.0,11.0,15.0,13.0,33.0,76.8,26.3,67.1,4.8,30.0,11.0,24.0,6.2,23.2,32.5,12.1,4.5,2.0,16.7,13.7,41.8,31.2,66.1,11.4,3.3,8.1,38,6.0,14.0,28.0,7.0,22.0,10.0
2019,1.0,1138,1403,36.0,84.4,30.1,65.2,9.6,28.4,14.6,21.3,12.7,28.2,40.9,16.6,7.3,3.9,11.9,18.3,46.2,33.6,68.7,12.6,5.6,7.0,47,1.0,19.0,100.0,2.0,32.0,4.0,39.0,78.2,26.1,68.5,6.2,35.9,10.7,26.4,6.8,22.5,32.7,11.6,4.5,1.4,15.5,15.0,42.4,30.2,63.3,18.8,12.6,6.2,32,15.0,5.0,22.0,6.0,31.0,7.0
2017,1.0,1297,1246,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0,38.0,84.9,29.8,63.1,7.0,19.9,18.2,25.8,12.4,27.4,39.8,15.4,6.0,5.3,11.7,18.8,47.3,35.3,70.3,17.5,7.9,9.6,27,10.0,5.0,31.0,5.0,32.0,6.0
2019,1.0,1192,1211,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0,37.0,87.6,31.8,60.5,7.8,21.4,16.3,21.4,9.9,29.1,39.0,18.1,7.5,5.5,10.6,16.3,52.6,36.3,76.1,23.1,9.0,14.0,35,6.0,10.0,74.0,4.0,33.0,4.0
2017,1.0,1153,1417,40.0,78.8,26.4,71.5,6.2,40.8,11.5,26.1,6.9,23.0,32.1,11.3,4.0,2.3,15.2,15.8,41.0,32.2,64.8,14.8,7.8,7.0,43,6.0,20.0,75.0,5.0,30.0,6.0,36.0,89.8,33.6,64.4,9.8,24.2,12.8,17.3,9.5,28.9,38.5,21.4,5.9,5.3,11.2,16.2,52.2,40.6,73.8,16.8,2.4,14.4,38,5.0,10.0,70.0,4.0,31.0,5.0
2019,1.0,1328,1438,39.0,78.2,26.1,68.5,6.2,35.9,10.7,26.4,6.8,22.5,32.7,11.6,4.5,1.4,15.5,15.0,42.4,30.2,63.3,10.6,6.6,4.0,32,7.0,30.0,7.0,12.0,20.0,14.0,39.0,78.2,26.1,68.5,6.2,35.9,10.7,26.4,6.8,22.5,32.7,11.6,4.5,1.4,15.5,15.0,42.4,30.2,63.3,23.2,11.0,12.2,36,18.0,1.0,11.0,3.0,35.0,3.0
2016,1.0,1153,1386,40.0,78.5,25.8,70.3,5.6,35.1,11.3,28.0,8.2,22.6,32.2,11.8,3.9,2.3,14.7,15.5,41.7,31.0,65.7,13.0,9.6,3.3,43,5.0,48.0,68.0,5.0,22.0,11.0,40.0,78.5,25.8,70.3,5.6,35.1,11.3,28.0,8.2,22.6,32.2,11.8,3.9,2.3,14.7,15.5,41.7,31.0,65.7,8.7,0.0,-0.6,31,7.0,25.0,80.0,4.0,28.0,8.0
2021,1.0,1186,1242,24.0,78.3,27.8,59.4,8.5,23.9,14.2,18.0,7.6,27.8,35.3,15.2,4.8,2.9,11.5,17.0,46.8,35.5,79.1,8.8,1.4,1.6,28,0.0,50.0,307.0,13.0,13.0,14.0,33.0,76.8,26.3,67.1,4.8,30.0,11.0,24.0,6.2,23.2,32.5,12.1,4.5,2.0,16.7,13.7,41.8,31.2,66.1,12.0,6.7,5.3,32,8.0,12.0,31.0,9.0,21.0,9.0
2016,1.0,1234,1437,40.0,78.5,25.8,70.3,5.6,35.1,11.3,28.0,8.2,22.6,32.2,11.8,3.9,2.3,14.7,15.5,41.7,31.0,65.7,12.9,5.5,7.4,30,8.0,24.0,19.0,8.0,22.0,11.0,40.0,78.5,25.8,70.3,5.6,35.1,11.3,28.0,8.2,22.6,32.2,11.8,3.9,2.3,14.7,15.5,41.7,31.0,65.7,19.9,11.0,8.9,29,11.0,3.0,27.0,4.0,34.0,5.0
2009,1.0,1295,1242,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0,35.0,76.4,27.0,56.5,6.2,16.7,16.2,22.3,12.0,27.1,39.2,15.9,6.8,4.4,14.5,18.9,47.8,37.1,72.5,14.9,6.1,8.8,32,11.0,15.0,44.0,5.0,27.0,8.0
2011,1.0,1206,1326,38.0,74.1,24.3,67.2,4.6,31.5,11.9,30.3,9.3,21.9,31.8,11.2,4.2,1.8,16.9,14.0,42.2,31.5,62.2,11.1,5.6,5.5,39,3.0,37.0,109.0,2.0,27.0,7.0,37.0,77.1,27.5,55.6,7.7,18.2,14.5,20.6,11.3,23.2,34.5,15.9,7.1,3.2,10.1,14.0,49.4,42.3,70.1,21.8,10.4,11.4,30,11.0,1.0,24.0,3.0,34.0,3.0
2010,1.0,1459,1458,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0,39.0,75.0,25.1,73.1,4.7,35.4,9.5,29.7,8.9,20.7,31.7,12.1,4.9,1.9,17.9,13.9,41.7,32.1,60.9,15.9,13.6,2.3,30,6.0,19.0,31.0,5.0,24.0,9.0
